,날짜,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,세종,경북,경남,제주
274,05-21,0.048,0.047,0.045,0.047,0.048,0.047,0.047,0.045,0.049,0.054,0.048,0.051,0.050,0.044,0.045,0.050,0.044,0.049
275,05-20,0.045,0.046,0.047,0.045,0.046,0.045,0.041,0.044,0.045,0.043,0.043,0.048,0.047,0.043,0.040,0.040,0.041,0.050
276,05-19,0.044,0.044,0.047,0.042,0.046,0.039,0.044,0.047,0.043,0.044,0.046,0.049,0.042,0.040,0.041,0.045,0.041,0.050
277,05-18,0.039,0.033,0.040,0.040,0.033,0.046,0.038,0.034,0.034,0.041,0.040,0.041,0.042,0.044,0.036,0.042,0.037,0.055
278,05-17,0.050,0.044,0.048,0.059,0.043,0.052,0.048,0.052,0.046,0.059,0.051,0.053,0.053,0.047,0.046,0.060,0.048,0.054
279,05-16,0.066,0.074,0.068,0.075,0.078,0.058,0.056,0.059,0.070,0.076,0.062,0.070,0.061,0.056,0.055,0.066,0.066,0.058
280,05-22,0.034,0.033,0.029,0.036,0.032,0.029,0.033,0.037,0.032,0.040,0.036,0.037,0.034,0.034,0.031,0.037,0.034,0.044
281,05-21,0.048,0.047,0.045,0.047,0.048,0.047,0.047,0.045,0.049,0.054,0.048,0.051,0.050,0.044,0.045,0.050,0.044,0.049
282,05-20,0.045,0.046,0.047,0.045,0.046,0.045,0.041,0.044,0.045,0.043,0.043,0.048,0.047,0.043,0.040,0.040,0.041,0.050
283,05-19,0.044,0.044,0.047,0.042,0.046,0.039,0.044,0.047,0.043,0.044,0.046,0.049,0.042,0.040,0.041,0.045,0.041,0.050
284,05-18,0.039,0.033,0.040,0.040,0.033,0.046,0.038,0.034,0.034,0.041,0.040,0.041,0.042,0.044,0.036,0.042,0.037,0.055
285,05-17,0.050,0.044,0.048,0.059,0.043,0.052,0.048,0.052,0.046,0.059,0.051,0.053,0.053,0.047,0.046,0.060,0.048,0.054
286,05-16,0.066,0.074,0.068,0.075,0.078,0.058,0.056,0.059,0.070,0.076,0.062,0.070,0.061,0.056,0.055,0.066,0.066,0.058
287,05-22,0.034,0.033,0.029,0.036,0.032,0.029,0.033,0.037,0.032,0.040,0.036,0.037,0.034,0.034,0.031,0.037,0.034,0.044
288,05-21,0.048,0.047,0.045,0.047,0.048,0.047,0.047,0.045,0.049,0.054,0.048,0.051,0.050,0.044,0.045,0.050,0.044,0.049
289,05-20,0.045,0.046,0.047,0.045,0.046,0.045,0.041,0.044,0.045,0.043,0.043,0.048,0.047,0.043,0.040,0.040,0.041,0.050
290,05-19,0.044,0.044,0.047,0.042,0.046,0.039,0.044,0.047,0.043,0.044,0.046,0.049,0.042,0.040,0.041,0.045,0.041,0.050
291,05-18,0.039,0.033,0.040,0.040,0.033,0.046,0.038,0.034,0.034,0.041,0.040,0.041,0.042,0.044,0.036,0.042,0.037,0.055
292,05-17,0.050,0.044,0.048,0.059,0.043,0.052,0.048,0.052,0.046,0.059,0.051,0.053,0.053,0.047,0.046,0.060,0.048,0.054
293,05-16,0.066,0.074,0.068,0.075,0.078,0.058,0.056,0.059,0.070,0.076,0.062,0.070,0.061,0.056,0.055,0.066,0.066,0.058
294,05-22,0.034,0.033,0.029,0.036,0.032,0.029,0.033,0.037,0.032,0.040,0.036,0.037,0.034,0.034,0.031,0.037,0.034,0.044
295,05-21,0.048,0.047,0.045,0.047,0.048,0.047,0.047,0.045,0.049,0.054,0.048,0.051,0.050,0.044,0.045,0.050,0.044,0.049
296,05-20,0.045,0.046,0.047,0.045,0.046,0.045,0.041,0.044,0.045,0.043,0.043,0.048,0.047,0.043,0.040,0.040,0.041,0.050
297,05-19,0.044,0.044,0.047,0.042,0.046,0.039,0.044,0.047,0.043,0.044,0.046,0.049,0.042,0.040,0.041,0.045,0.041,0.050
298,05-18,0.039,0.033,0.040,0.040,0.033,0.046,0.038,0.034,0.034,0.041,0.040,0.041,0.042,0.044,0.036,0.042,0.037,0.055
299,05-17,0.050,0.044,0.048,0.059,0.043,0.052,0.048,0.052,0.046,0.059,0.051,0.053,0.053,0.047,0.046,0.060,0.048,0.054
300,05-16,0.066,0.074,0.068,0.075,0.078,0.058,0.056,0.059,0.070,0.076,0.062,0.070,0.061,0.056,0.055,0.066,0.066,0.058
301,05-22,0.034,0.033,0.029,0.036,0.032,0.029,0.033,0.037,0.032,0.040,0.036,0.037,0.034,0.034,0.031,0.037,0.034,0.044
302,05-21,0.048,0.047,0.045,0.047,0.048,0.047,0.047,0.045,0.049,0.054,0.048,0.051,0.050,0.044,0.045,0.050,0.044,0.049
303,05-20,0.045,0.046,0.047,0.045,0.046,0.045,0.041,0.044,0.045,0.043,0.043,0.048,0.047,0.043,0.040,0.040,0.041,0.050
304,05-19,0.044,0.044,0.047,0.042,0.046,0.039,0.044,0.047,0.043,0.044,0.046,0.049,0.042,0.040,0.041,0.045,0.041,0.050
305,05-18,0.039,0.033,0.040,0.040,0.033,0.046,0.038,0.034,0.034,0.041,0.040,0.041,0.042,0.044,0.036,0.042,0.037,0.055
306,05-17,0.050,0.044,0.048,0.059,0.043,0.052,0.048,0.052,0.046,0.059,0.051,0.053,0.053,0.047,0.046,0.060,0.048,0.054
307,05-16,0.066,0.074,0.068,0.075,0.078,0.058,0.056,0.059,0.070,0.076,0.062,0.070,0.061,0.056,0.055,0.066,0.066,0.058
308,05-22,0.034,0.033,0.029,0.036,0.032,0.029,0.033,0.037,0.032,0.040,0.036,0.037,0.034,0.034,0.031,0.037,0.034,0.044
309,05-21,0.048,0.047,0.045,0.047,0.048,0.047,0.047,0.045,0.049,0.054,0.048,0.051,0.050,0.044,0.045,0.050,0.044,0.049
310,05-20,0.045,0.046,0.047,0.045,0.046,0.045,0.041,0.044,0.045,0.043,0.043,0.048,0.047,0.043,0.040,0.040,0.041,0.050
311,05-19,0.044,0.044,0.047,0.042,0.046,0.039,0.044,0.047,0.043,0.044,0.046,0.049,0.042,0.040,0.041,0.045,0.041,0.050
312,05-18,0.039,0.033,0.040,0.040,0.033,0.046,0.038,0.034,0.034,0.041,0.040,0.041,0.042,0.044,0.036,0.042,0.037,0.055
313,05-17,0.050,0.044,0.048,0.059,0.043,0.052,0.048,0.052,0.046,0.059,0.051,0.053,0.053,0.047,0.046,0.060,0.048,0.054
314,05-16,0.066,0.074,0.068,0.075,0.078,0.058,0.056,0.059,0.070,0.076,0.062,0.070,0.061,0.056,0.055,0.066,0.066,0.058
315,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
316,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
317,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
318,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
319,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
320,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
321,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
322,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
323,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
324,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
325,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
326,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
327,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
328,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
329,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
330,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
331,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
332,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
333,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
334,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
335,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
336,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
337,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
338,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
339,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
340,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
341,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
342,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
343,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
344,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
345,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
346,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
347,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
348,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
349,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
350,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
351,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
352,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
353,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
354,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
355,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
356,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
357,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
358,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
359,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
360,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
361,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
362,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
363,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
364,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
365,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
366,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
367,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
368,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
369,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
370,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
371,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
372,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
373,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
374,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
375,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
376,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
377,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
378,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
379,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
380,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
381,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
382,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
383,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
384,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
385,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
386,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
387,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
388,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
389,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
390,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
391,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
392,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
393,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
394,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
395,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
396,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
397,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
398,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
399,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
400,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
401,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
402,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
403,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
404,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
405,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
406,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
407,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
408,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
409,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
410,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
411,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
412,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
413,05-22,0.011,0.015,0.017,0.014,0.017,0.013,0.012,0.014,0.013,0.006,0.010,0.009,0.008,0.008,0.011,0.010,0.012,0.006
414,05-21,0.007,0.008,0.014,0.006,0.007,0.006,0.006,0.015,0.006,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.010,0.005
415,05-20,0.009,0.012,0.009,0.007,0.015,0.009,0.010,0.011,0.010,0.006,0.008,0.007,0.006,0.007,0.009,0.007,0.010,0.006
416,05-19,0.009,0.012,0.008,0.008,0.013,0.010,0.011,0.009,0.010,0.005,0.008,0.010,0.007,0.006,0.011,0.007,0.009,0.007
417,05-18,0.011,0.013,0.014,0.012,0.017,0.009,0.014,0.022,0.012,0.007,0.010,0.010,0.008,0.006,0.011,0.010,0.014,0.005
418,05-17,0.011,0.012,0.015,0.013,0.010,0.010,0.015,0.022,0.010,0.007,0.011,0.007,0.008,0.007,0.012,0.010,0.013,0.008
419,05-16,0.014,0.019,0.018,0.015,0.017,0.014,0.015,0.028,0.016,0.009,0.012,0.009,0.009,0.009,0.013,0.011,0.016,0.009
420,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
421,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
422,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
423,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
424,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
425,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
426,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
427,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
428,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
429,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
430,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
431,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
432,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
433,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
434,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
435,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
436,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
437,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
438,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
439,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
440,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
441,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
442,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
443,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
444,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
445,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
446,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
447,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
448,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
449,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
450,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
451,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
